GenusSpecies,ImageID
Pittosporum tobira,14650
Pittosporum tobira,6170
Malva sylvestris,3030
Malva sylvestris,2136
Malva sylvestris,19524
Malva sylvestris,8205
Malva sylvestris,11160
Malva sylvestris,33557
Malva sylvestris,13767
Malva sylvestris,16317
Malva sylvestris,35676
Malva sylvestris,34599
Malva sylvestris,18759
Malva sylvestris,28726
Malva sylvestris,482
Fraxinus angustifolia,10055
Fraxinus angustifolia,27137
Fraxinus angustifolia,29558
Fraxinus angustifolia,13602
Fraxinus angustifolia,18879
Fraxinus angustifolia,11549
Fraxinus angustifolia,5013
Fraxinus angustifolia,18579
Fraxinus angustifolia,2664
Fraxinus angustifolia,32196
Fraxinus angustifolia,24664
Fraxinus angustifolia,23827
Fraxinus angustifolia,4845
Fraxinus angustifolia,30254
Laurus nobilis,15559
Laurus nobilis,5807
Laurus nobilis,23952
Laurus nobilis,5375
Laurus nobilis,20249
Laurus nobilis,31044
Laurus nobilis,8280
Laurus nobilis,26838
Laurus nobilis,23505
Laurus nobilis,35776
Laurus nobilis,21989
Laurus nobilis,15905
Laurus nobilis,31941
Laurus nobilis,4846
Laurus nobilis,18330
Laurus nobilis,17430
Laurus nobilis,553
Laurus nobilis,21531
Laurus nobilis,16074
Laurus nobilis,1555
Laurus nobilis,10660
Laurus nobilis,25118
Laurus nobilis,22049
Laurus nobilis,14813
Aesculus hippocastanum,15027
Aesculus hippocastanum,17680
Cercis siliquastrum,19172
Cercis siliquastrum,12550
Cercis siliquastrum,6653
Viburnum tinus,23357
Viburnum tinus,22176
Viburnum tinus,15232
Narcissus assoanus,203
Narcissus assoanus,10727
Aesculus hippocastanum,12303
Aesculus hippocastanum,31070
Cercis siliquastrum,22562
Cercis siliquastrum,19455
Cercis siliquastrum,18181
Cercis siliquastrum,14950
Cercis siliquastrum,29447
Cercis siliquastrum,11300
Cercis siliquastrum,12945
Nerium oleander,11192
Crataegus laevigata,5407
Crataegus laevigata,27889
Eryngium maritimum,6836
Eryngium maritimum,6140
Crithmum maritimum,4071
Crithmum maritimum,20410
Eryngium maritimum,23031
Eryngium maritimum,23778
Eryngium maritimum,3963
Eryngium maritimum,18407
Aristolochia clematitis,34640
Aristolochia clematitis,2962
Aristolochia clematitis,12391
Eupatorium cannabinum,5529
Cichorium intybus,7293
Cichorium intybus,354
Centaurea aspera,16720
Centaurea aspera,24825
Matthiola sinuata,6556
Matthiola sinuata,24669
Cakile maritima,34205
Cakile maritima,17028
Cakile maritima,3203
Matthiola sinuata,33427
Buddleja davidii,29483
Buddleja davidii,5094
Buddleja davidii,30602
Buddleja davidii,16268
Orchis mascula,31156
Orchis mascula,12396
Orchis mascula,20424
Orchis mascula,991
Orchis mascula,9942
Iris lutescens,15543
Malva sylvestris,13147
Orchis mascula,8034
Platanus x hispanica,11068
Platanus x hispanica,3394
Platanus x hispanica,11716
Platanus x hispanica,34077
Platanus x hispanica,20601
Platanus x hispanica,4077
Platanus x hispanica,23175
Platanus x hispanica,23556
Platanus x hispanica,12403
Platanus x hispanica,2932
Platanus x hispanica,20052
Platanus x hispanica,14338
Platanus x hispanica,4333
Platanus x hispanica,31814
Platanus x hispanica,3712
Platanus x hispanica,27585
Platanus x hispanica,33078
Platanus x hispanica,5228
Platanus x hispanica,14579
Platanus x hispanica,7318
Platanus x hispanica,8037
Platanus x hispanica,32627
Platanus x hispanica,31897
Platanus x hispanica,11787
Platanus x hispanica,13410
Platanus x hispanica,1994
Platanus x hispanica,1466
Platanus x hispanica,32936
Ficus carica,31011
Ficus carica,9074
Ficus carica,501
Ficus carica,24033
Ficus carica,25486
Ficus carica,9065
Ficus carica,18117
Ficus carica,28332
Ficus carica,31745
Ficus carica,22264
Ficus carica,18104
Ficus carica,29002
Ficus carica,14944
Ficus carica,24060
Ficus carica,29040
Ficus carica,15926
Ficus carica,32577
Ficus carica,2929
Ficus carica,15995
Ficus carica,32490
Ficus carica,17292
Ficus carica,22906
Ficus carica,23527
Ficus carica,14011
Ficus carica,18514
Ficus carica,5367
Ficus carica,17511
Ficus carica,31677
Ficus carica,3985
Ficus carica,23433
Ficus carica,32642
Ficus carica,33812
Cercis siliquastrum,29404
Cercis siliquastrum,33595
Cercis siliquastrum,17514
Cercis siliquastrum,24804
Cercis siliquastrum,31852
Cercis siliquastrum,29411
Cercis siliquastrum,18740
Cercis siliquastrum,4794
Cercis siliquastrum,29496
Cercis siliquastrum,34790
Cercis siliquastrum,20695
Cercis siliquastrum,7954
Corylus avellana,756
Corylus avellana,985
Corylus avellana,30886
Cercis siliquastrum,6194
Cercis siliquastrum,9363
Cercis siliquastrum,19141
Cercis siliquastrum,33836
Cercis siliquastrum,989
Cercis siliquastrum,31968
Cercis siliquastrum,157
Aesculus hippocastanum,25761
Aesculus hippocastanum,6690
Aesculus hippocastanum,17929
Aesculus hippocastanum,8068
Aesculus hippocastanum,11752
Aesculus hippocastanum,35926
Aesculus hippocastanum,12998
Aesculus hippocastanum,34766
Aesculus hippocastanum,19799
Aesculus hippocastanum,13964
Aesculus hippocastanum,9095
Broussonetia papyrifera,14672
Broussonetia papyrifera,35060
Broussonetia papyrifera,15935
Broussonetia papyrifera,35995
Broussonetia papyrifera,31055
Broussonetia papyrifera,34156
Broussonetia papyrifera,11880
Broussonetia papyrifera,17373
Broussonetia papyrifera,2545
Broussonetia papyrifera,22847
Broussonetia papyrifera,216
Broussonetia papyrifera,15238
Broussonetia papyrifera,34898
Broussonetia papyrifera,7044
Crataegus monogyna,6610
Crataegus monogyna,9634
Crataegus monogyna,3778
Crataegus monogyna,29269
Crataegus monogyna,8910
Crataegus monogyna,7766
Arbutus unedo,36027
Arbutus unedo,8089
Arbutus unedo,12931
Arbutus unedo,780
Arbutus unedo,34468
Arbutus unedo,30927
Arbutus unedo,8323
Arbutus unedo,5357
Arbutus unedo,31570
Arbutus unedo,15582
Arbutus unedo,1576
Arbutus unedo,31971
Arbutus unedo,3227
Arbutus unedo,32861
Arbutus unedo,20948
Arbutus unedo,24308
Arbutus unedo,33494
Arbutus unedo,34071
Arbutus unedo,22554
Aesculus hippocastanum,275
Aesculus hippocastanum,3415
Aesculus hippocastanum,15192
Aesculus hippocastanum,8941
Aesculus hippocastanum,21186
Aesculus hippocastanum,30698
Aesculus hippocastanum,2400
Aesculus hippocastanum,22586
Aesculus hippocastanum,19112
Aesculus hippocastanum,14956
Aesculus hippocastanum,10562
Aesculus hippocastanum,35859
Aesculus hippocastanum,32514
Aesculus hippocastanum,15647
Aesculus hippocastanum,11163
Aesculus hippocastanum,12461
Aesculus hippocastanum,26717
Cercis siliquastrum,20621
Cercis siliquastrum,16598
Cercis siliquastrum,33992
Cercis siliquastrum,14872
Cercis siliquastrum,21498
Cercis siliquastrum,26739
Cercis siliquastrum,23853
Cercis siliquastrum,20279
Cercis siliquastrum,8276
Cercis siliquastrum,35535
Cercis siliquastrum,5269
Cercis siliquastrum,31381
Cercis siliquastrum,33445
Fraxinus ornus,20699
Smilax aspera,2054
Rhus coriaria,23626
Narcissus dubius,7353
Pinus halepensis,24570
Cercis siliquastrum,13457
Ophrys lutea,7536
Cotinus coggygria,25630
Smilax aspera,26264
Cercis siliquastrum,26256
Cercis siliquastrum,1998
Cercis siliquastrum,24383
Cercis siliquastrum,18376
Cercis siliquastrum,323
Cercis siliquastrum,30390
Cercis siliquastrum,12201
Cercis siliquastrum,34971
Cercis siliquastrum,21537
Cercis siliquastrum,2001
Blechnum spicant,14212
Melia azedarach,25707
Melia azedarach,7176
Melia azedarach,1693
Melia azedarach,8001
Melia azedarach,8859
Melia azedarach,18216
Melia azedarach,9077
Melia azedarach,4719
Melia azedarach,6295
Melia azedarach,4892
Melia azedarach,11877
Melia azedarach,9704
Melia azedarach,21774
Melia azedarach,1343
Melia azedarach,5847
Melia azedarach,23399
Melia azedarach,13672
Melia azedarach,18307
Melia azedarach,32079
Melia azedarach,25005
Morus alba,6615
Morus alba,20884
Crataegus monogyna,22828
Cercis siliquastrum,20521
Cercis siliquastrum,12198
Cercis siliquastrum,10150
Cercis siliquastrum,28566
Cercis siliquastrum,33070
Cercis siliquastrum,6736
Cercis siliquastrum,36044
Cercis siliquastrum,25784
Cercis siliquastrum,22520
Cercis siliquastrum,27309
Cercis siliquastrum,30278
Cercis siliquastrum,13513
Crataegus monogyna,14122
Crataegus monogyna,8805
Crataegus monogyna,28702
Crataegus monogyna,350
Crataegus monogyna,9899
Crataegus monogyna,15684
Crataegus monogyna,17975
Crataegus monogyna,34339
Crataegus monogyna,11220
Crataegus monogyna,32841
Crataegus monogyna,28267
Crataegus monogyna,27746
Crataegus monogyna,33685
Crataegus monogyna,4494
Crataegus monogyna,7377
Crataegus monogyna,26629
Laurus nobilis,18875
Laurus nobilis,8792
Laurus nobilis,4142
Laurus nobilis,28515
Laurus nobilis,11986
Laurus nobilis,35335
Laurus nobilis,2135
Laurus nobilis,36018
Melia azedarach,7223
Melia azedarach,19941
Melia azedarach,1581
Melia azedarach,17384
Melia azedarach,4875
Melia azedarach,20727
Melia azedarach,15041
Melia azedarach,12079
Melia azedarach,9416
Melia azedarach,27472
Melia azedarach,26466
Melia azedarach,34158
Melia azedarach,15221
Olea europaea,91
Olea europaea,1233
Olea europaea,27704
Olea europaea,27015
Olea europaea,20080
Olea europaea,9565
Olea europaea,20801
Pittosporum tobira,5932
Pittosporum tobira,19726
Pittosporum tobira,34596
Pittosporum tobira,2322
Pittosporum tobira,4195
Pittosporum tobira,25456
Pittosporum tobira,12141
Celtis australis,7151
Celtis australis,6249
Celtis australis,7259
Celtis australis,26485
Platanus x hispanica,31444
Platanus x hispanica,28158
Platanus x hispanica,7003
Platanus x hispanica,20675
Platanus x hispanica,32961
Platanus x hispanica,7617
Platanus x hispanica,317
Platanus x hispanica,14474
Platanus x hispanica,8303
Syringa vulgaris,21489
Syringa vulgaris,7008
Syringa vulgaris,29821
Syringa vulgaris,26147
Syringa vulgaris,36046
Syringa vulgaris,19572
Syringa vulgaris,24775
Syringa vulgaris,30533
Syringa vulgaris,1563
Syringa vulgaris,29781
Syringa vulgaris,20202
Syringa vulgaris,32166
Syringa vulgaris,16990
Syringa vulgaris,29577
Syringa vulgaris,12212
Syringa vulgaris,4811
Betula utilis,20988
Prunus laurocerasus,8043
Prunus laurocerasus,869
Prunus laurocerasus,23224
Prunus laurocerasus,18892
Prunus laurocerasus,22502
Syringa vulgaris,10343
Syringa vulgaris,34915
Syringa vulgaris,14833
Syringa vulgaris,12526
Syringa vulgaris,23086
Syringa vulgaris,20498
Syringa vulgaris,505
Syringa vulgaris,8997
Syringa vulgaris,33278
Syringa vulgaris,14743
Syringa vulgaris,22065
Syringa vulgaris,21226
Fagus sylvatica,23293
Fagus sylvatica,10674
Fagus sylvatica,17730
Fagus sylvatica,35660
Fagus sylvatica,23387
Fagus sylvatica,23576
Fagus sylvatica,27448
Carpinus betulus,4133
Carpinus betulus,30158
Carpinus betulus,20616
Carpinus betulus,21031
Acer monspessulanum,5078
Acer monspessulanum,18249
Aesculus hippocastanum,2775
Aesculus hippocastanum,92
Aesculus hippocastanum,16097
Aesculus hippocastanum,18484
Aesculus hippocastanum,10076
Cercis siliquastrum,19687
Cercis siliquastrum,22019
Aesculus hippocastanum,6949
Aesculus hippocastanum,7747
Aesculus hippocastanum,25912
Aesculus hippocastanum,6126
Aesculus hippocastanum,15732
Robinia pseudoacacia,3940
Robinia pseudoacacia,32981
Robinia pseudoacacia,17184
Robinia pseudoacacia,10851
Robinia pseudoacacia,24086
Robinia pseudoacacia,27970
Robinia pseudoacacia,2746
Robinia pseudoacacia,31180
Robinia pseudoacacia,22307
Robinia pseudoacacia,23207
Robinia pseudoacacia,26410
Robinia pseudoacacia,16197
Robinia pseudoacacia,8320
Ilex aquifolium,3162
Ilex aquifolium,21914
Ilex aquifolium,495
Ilex aquifolium,11812
Ilex aquifolium,26447
Ilex aquifolium,150
Ilex aquifolium,6646
Ilex aquifolium,34260
Ilex aquifolium,2007
Ilex aquifolium,17440
Ilex aquifolium,19228
Ilex aquifolium,7397
Magnolia grandiflora,10938
Magnolia grandiflora,34227
Magnolia grandiflora,16848
Magnolia grandiflora,9782
Magnolia grandiflora,26300
Magnolia grandiflora,1768
Magnolia grandiflora,22328
Platanus x hispanica,15168
Platanus x hispanica,12733
Platanus x hispanica,33072
Platanus x hispanica,30833
Platanus x hispanica,23764
Viburnum tinus,1261
Viburnum tinus,5664
Viburnum tinus,15692
Viburnum tinus,23420
Viburnum tinus,19100
Viburnum tinus,33354
Viburnum tinus,12843
Viburnum tinus,28234
Viburnum tinus,8344
Corylus avellana,35972
Corylus avellana,30521
Corylus avellana,31150
Corylus avellana,35117
Corylus avellana,26278
Corylus avellana,27214
Corylus avellana,10521
Corylus avellana,14112
Corylus avellana,31077
Corylus avellana,34621
Corylus avellana,11459
Corylus avellana,15793
Corylus avellana,31389
Corylus avellana,32636
Corylus avellana,7902
Corylus avellana,29918
Corylus avellana,6897
Corylus avellana,17157
Pittosporum tobira,28009
Laurus nobilis,4221
Laurus nobilis,24366
Laurus nobilis,27055
Fraxinus ornus,884
Ophrys lutea,18996
Malva dendromorpha,1918
Anacamptis morio,15011
Malva dendromorpha,30840
Malva dendromorpha,35583
Malva dendromorpha,16356
Cymbalaria muralis,18748
Cymbalaria muralis,27311
Cymbalaria muralis,34938
Euphorbia lathyris,10895
Fraxinus ornus,26306
Prunus spinosa,23141
Cercis siliquastrum,24774
Cercis siliquastrum,9814
Cercis siliquastrum,15391
Cercis siliquastrum,14370
Cercis siliquastrum,8700
Nerium oleander,2809
Nerium oleander,10113
Nerium oleander,24426
Celtis australis,8331
Fraxinus angustifolia,6088
Cercis siliquastrum,5081
Cercis siliquastrum,13402
Cercis siliquastrum,18288
Cercis siliquastrum,24755
Cercis siliquastrum,21034
Cercis siliquastrum,24250
Celtis australis,11314
Celtis australis,29393
Celtis australis,24831
Celtis australis,21328
Celtis australis,23543
Celtis australis,5014
Celtis australis,25391
Celtis australis,13415
Celtis australis,22330
Celtis australis,5692
Celtis australis,4206
Celtis australis,13172
Celtis australis,34686
Celtis australis,7114
Celtis australis,1174
Celtis australis,2892
Celtis australis,15545
Celtis australis,10287
Celtis australis,21197
Celtis australis,23256
Celtis australis,21630
Celtis australis,30817
Celtis australis,25277
Celtis australis,16019
Celtis australis,5423
Celtis australis,13346
Celtis australis,30516
Celtis australis,31909
Celtis australis,5012
Celtis australis,11655
Celtis australis,3867
Celtis australis,12525
Celtis australis,32870
Celtis australis,9461
Celtis australis,15820
Celtis australis,27404
Celtis australis,3986
Celtis australis,18242
Celtis australis,25883
Celtis australis,35993
Celtis australis,15621
Celtis australis,26878
Celtis australis,6271
Celtis australis,31804
Celtis australis,17357
Celtis australis,12045
Celtis australis,15558
Celtis australis,25193
Celtis australis,4540
Celtis australis,5121
Celtis australis,5719
Celtis australis,4639
Celtis australis,1048
Celtis australis,33879
Celtis australis,7491
Celtis australis,13961
Celtis australis,20117
Celtis australis,16542
Celtis australis,295
Celtis australis,4435
Celtis australis,31937
Celtis australis,6390
Celtis australis,15510
Celtis australis,31792
Crataegus monogyna,19871
Crataegus monogyna,31244
Crataegus monogyna,16837
Crataegus monogyna,11994
Crataegus monogyna,20660
Crataegus monogyna,7431
Crataegus monogyna,24563
Crataegus monogyna,21521
Crataegus monogyna,5400
Helianthemum apenninum,20118
Pistacia lentiscus,19666
Pistacia lentiscus,22850
Pistacia lentiscus,1731
Pistacia lentiscus,7654
Pistacia lentiscus,27234
Pistacia lentiscus,3121
Pistacia lentiscus,32206
Pistacia lentiscus,8142
Pistacia lentiscus,21505
Pistacia lentiscus,13993
Pistacia lentiscus,24694
Pistacia lentiscus,22210
Pistacia lentiscus,23798
Pistacia lentiscus,9932
Pistacia lentiscus,18613
Pistacia lentiscus,17548
Pistacia lentiscus,2789
Pistacia lentiscus,21744
Pistacia lentiscus,12884
Pistacia lentiscus,34941
Pistacia lentiscus,17924
Pistacia lentiscus,22159
Pistacia lentiscus,31553
Pistacia lentiscus,19546
Pistacia lentiscus,12272
Pistacia lentiscus,4286
Pistacia lentiscus,11012
Pistacia lentiscus,4029
Quercus ilex,14678
Quercus ilex,11182
Quercus ilex,7497
Quercus ilex,1924
Quercus ilex,8545
Quercus ilex,28331
Quercus ilex,30062
Quercus ilex,6612
Quercus ilex,12451
Quercus ilex,16380
Quercus ilex,7948
Quercus ilex,10102
Quercus ilex,29011
Quercus ilex,5523
Quercus ilex,15796
Quercus ilex,19538
Quercus ilex,7386
Quercus ilex,7963
Quercus ilex,1369
Quercus ilex,24034
Quercus ilex,27523
Quercus ilex,13167
Quercus ilex,7403
Quercus ilex,30550
Quercus ilex,11734
Quercus ilex,8268
Quercus ilex,25107
Quercus ilex,1908
Quercus ilex,33715
Quercus ilex,15599
Quercus ilex,19767
Quercus ilex,9531
Quercus ilex,28522
Quercus ilex,24456
Quercus ilex,4791
Quercus ilex,21073
Quercus ilex,14845
Quercus ilex,15284
Quercus ilex,29481
Quercus ilex,5739
Quercus ilex,22314
Quercus ilex,14510
Quercus ilex,1530
Quercus ilex,17308
Quercus ilex,2285
Quercus ilex,34402
Quercus ilex,6693
Quercus ilex,18878
Quercus ilex,5276
Quercus ilex,30026
Quercus ilex,1583
Quercus ilex,26650
Quercus ilex,6418
Quercus ilex,15441
Quercus ilex,29350
Quercus ilex,28264
Quercus ilex,13898
Quercus ilex,8220
Quercus ilex,17023
Quercus ilex,23820
Quercus ilex,11040
Quercus ilex,24184
Quercus ilex,273
Quercus ilex,4088
Quercus ilex,24141
Quercus ilex,10303
Quercus ilex,8008
Quercus ilex,2353
Quercus ilex,7408
Quercus ilex,13393
Platanus x hispanica,8822
Platanus x hispanica,20692
Platanus x hispanica,6877
Platanus x hispanica,6408
Platanus x hispanica,10771
Platanus x hispanica,11577
Platanus x hispanica,12256
Platanus x hispanica,23544
Platanus x hispanica,21896
Platanus x hispanica,13107
Platanus x hispanica,141
Platanus x hispanica,7436
Platanus x hispanica,17734
Platanus x hispanica,21675
Platanus x hispanica,6025
Platanus x hispanica,12629
Platanus x hispanica,339
Platanus x hispanica,22969
Platanus x hispanica,10062
Platanus x hispanica,12414
Platanus x hispanica,7705
Platanus x hispanica,17577
Platanus x hispanica,22973
Platanus x hispanica,7858
Platanus x hispanica,11568
Platanus x hispanica,5495
Platanus x hispanica,10127
Platanus x hispanica,6854
Platanus x hispanica,12089
Platanus x hispanica,23156
Platanus x hispanica,7569
Platanus x hispanica,23453
Platanus x hispanica,23814
Platanus x hispanica,8518
Platanus x hispanica,11968
Platanus x hispanica,16716
Platanus x hispanica,19948
Platanus x hispanica,3709
Platanus x hispanica,16285
Platanus x hispanica,25716
Platanus x hispanica,3698
Robinia pseudoacacia,25339
Robinia pseudoacacia,7182
Robinia pseudoacacia,3224
Robinia pseudoacacia,28191
Robinia pseudoacacia,35918
Robinia pseudoacacia,23094
Robinia pseudoacacia,23614
Robinia pseudoacacia,22476
Robinia pseudoacacia,20939
Robinia pseudoacacia,10250
Robinia pseudoacacia,5346
Robinia pseudoacacia,7455
Robinia pseudoacacia,21772
Robinia pseudoacacia,9591
Robinia pseudoacacia,4033
Robinia pseudoacacia,25146
Robinia pseudoacacia,1361
Robinia pseudoacacia,15231
Robinia pseudoacacia,17356
Robinia pseudoacacia,2747
Robinia pseudoacacia,13504
Robinia pseudoacacia,10226
Robinia pseudoacacia,18078
Robinia pseudoacacia,29075
Robinia pseudoacacia,24877
Robinia pseudoacacia,20365
Robinia pseudoacacia,15544
Robinia pseudoacacia,9655
Robinia pseudoacacia,4272
Robinia pseudoacacia,22277
